Sentence_id,sentence
53116,"هو طبعن دي صفقة كبيرة مع الاوربيين في حكاية منع الهجرة الي الشمال"
53117,"أها حسي حمدوك في مكتبهو المكندش وسيد الفيديو ضرب الشباب بمبان ورصاص كمان"
53118,"حيرني غايتو موضوع البغلة ف الابريق شنو يعني معني الحاجه دي فتشتا يمين شمال ما عرفتا"
53119,"زمان كان المرضى النفسيين بودوهم للفكي اها بقوم بربطهم في عمود وبجلدهم صباح ومساء لحدي ما يخلوا جنهم"
53120,"في مقولة سودانية طلعت من الحته دي انو في واحد كان بقول لاهلو انو شايف بغلة دخلت جوه الابريق"
53121,"ها ودوهوا لفكي اشتغل عليهو ضرب وجلد يومياتي لحدي ما بقا ما بقولها"
53122,"رغم انو شايف لسه البغلة في الابريق فبقت مثل للزول الما بقدر يقول الشايفو خوفا من الناس والحكام"
53123,"ي دكتور محنك تمحن انت غايتو موسوعة الله يديك الصحة نحن مصيبتنا كبيرة وبغلتنا نوعا لا حكى لا بقى"
53124,"ذكرتني الزول القال ليهو الدكتور عندك سرطان في الحوض مشي لاهلو قال عندي تمساح في الجردل وللا بغلة في الابريق ما عارف"
53125,"والله جد تحس بنفسك بتتفرج على فيلم كاوبوي معروض في سينما الخرطوم جنوب"
53126,"دي مش نفس الشرطه الكانت بتتفرج علي الناس وهي بتطحن في بعضها في كسلا وبورتسودان"
53127,"والله الفساد والحرمنه في زمنكم اكتر بكتير من زمن الكيزان دي غير ضياع هيبة الدولة"
53128,"الكيزان ديل وجهاز امنهم عملوا حركات كده يعني نظام نحنا قاعدين لمن ظهرو للأستاذ سعد الدين كده علي الهواء"
53129,"وفي بكاسي حايمة بدون لوحات دي رسالة لينا نحنا قاعدين وكده ونحنا صابرين لمن نكمل المشوار ولازم يتم التحقيق في سجلات الأمن"
53130,"اي قناص تدرب قاعد وين وتحركاته شنووو وليعرف كل كوز شعب قال الجوع ولا الكيزان"
53131,"اذا دي المدنياااا حقتنا  الي قاتلنا ليها وبنقول لغزال العيلفون اها وين يا"
53132,"والله نحنا شعب قلي لأدب لسه المرحلة دي ماوصلنه عاوزين شغل كتير لحدي مانصل المرحلة دي"
53133,"بعدين عساكر الشرطة ديل ماانبيا بعدين كان زمان عدد الموتي يحصل 14اسه بقي واحد يعني ماشين كويس حبه حبه"
53134,"الشرطة وعساكر السجم فالحين بس في موت الشباب يادكتور لازمهم تاهيل من اول وجديد مصاصين الدماء"
53135,"عرفت ليه الناس طلعت كلهم واحد اتاري السلطة دي حاجة سمحة بتغيير الناس والاحزاب وكلووو"
53136,"يابروف أي واحد بحفر للتاني يجب تفعيل مقولة الشرطة في خدمة الشعب"
53137,"لولا المدنية كان الشرطة دخلت البيوت والقتل بالعشرات للشهيد الرحمة والغفران بس في تطور في التعامل والعافية"
53138,"درجات بعد تجي الحكومة المنتخبة والبرلمان تاني المسأءلة بتكون مفعلة وكل واحد بفتح عيونو كويس"
53139,"والله يادوك ماعندنا اي لو نوجههو تجاه العساكراصلا ماقاعدين يخيبو ظننا فيهم"
53140,"للي لقو ما دعمناهو لزول قبلهم من شعب نسي اي شي قصاد حقيقه واحده يسعي ليها وهو مدنيه الدوله"
53141,"وبدل يمثلو الشعب دا ويقدمو رؤي شعبيه تلامس وجدان الشعب وبالطبع تختلف مع عنجهيه وغطرسه العسكر عاملين فيها شغالين مع بعض"
53142,"واهمين روحهم قال متناغمين ولا اسمها شنو ديك ياخ يعني شنو طلقه في الراس"
53143,"دا ذل يعني ولا عاوزين يورونا انهم نياشين ويعني شنو تحقيق في جريمه حلهااسهل من كتابه بوست في صفحه فيس بوك"
53144,"يعني شنو قيام محاميين وشله متعلمين بملئ صالات ودفعوعاتي واتهامك وكلام فاضي وقله ادب متعلمين و وهمنة لحق واضح والمجرم واضح"
53145,"لو ما المدنيين في حكومه الجن دي صحو علي انو يجب ان يصطفو في صف الحقيقيه حايخسرو المد الشعبي دا والشعب ماعندو مايخسرو"
53146,"الثوره القاكت بناس زعيط مابتقيف عند معيط والسيادي البكاسي زاتها جات راجعة تاني"
53147,"اسي حيقعدو يتعذرو ويلفو ويدورو ويتراوغو وينكرو بانو العربات والناس الفيها ديل مابعرفوهم"
53148,"ياحمدوك الناس حبوك الشعب فتر شديد من المهزله الحاصلة دي احسم الفوضى ارواح اولادنا مالعبة"
53149,"الحكومه دي من قولة تيت قلنا ليكم انها تيييييت وخازوق وجلا وتفخفخ المواطن في الفخ زول صدقنا مافي"
53150,"شغلهم استعراض شغلهم ناقص وركيك نصه اتهامات وشماعات والنظام الفات والله ولا سائل فيهم زاتو"
53151,"بشاغل فيهم وعارف مامنه فايده وعاااجباهو المسرحيه الهزليه والميلودراما و الشغلة العايشنها دي"
53152,"الامور اصعب الانبطاح اكتر ضقنا المر والضر والقانون في وادي والدنيا في وادي وهم بي وادي"
53153,"لسع حنشوف اكعب قبل كدا قالا عثمان محمد طه تفلتات جوع حرب وكيكه تتقسم"
53154,"واهو دا الحصل وماتقولة البديل منو بعرف اجي والا الحقو الفاتو"
53155,"طبعاً الليلة حيظهروا ليك القحاطة واحتمال تتشتم كمان والغريب انو انو وزيرنا فيصل اعتذر للصحفيين"
53156,"لكين الثوار الانضربوا بنبان ورصاص وانتهكت حريتهم في التظاهر وقفلت الكباري والطرق في وشهم لا بواكي عليهم"
53157,"نحنا محتاجين لي تعريف جديد للحرية المزعومة هل هي حرية اللبس ام الحرية الشخصية ام حرية شنو ولو في زول فاهم حاجة يفهمني"
53158,"والله المفروض زى البجو بى البكاسى المافيها لوحات اولابسين ملكى ديل الثوار احاصروهم مايجروا منهم"
53159,"كلهم مافايتين عشرة أنفار اويستلوهم هويتكم وين اطلعوا مايثبت انهم تابعين للحكومه عشان مايجوا اقولوا ليك ديل مامننا"
53160,"الغشة يا ريت لو في شنب مدير الشرطة ههههه الغشة أكبر بكتير وما للسودانيين براهم لكن للعالم كت"
53161,"اوجزت واجزت د على الكوبانى ما البصر دون البصائر والاصل ما بيبقى صورة"
53162,"الجن الكلكي اللابس ملكي ديييشك ده رصاص حي ما فشنك قرمانين بمبان نعم  بخليك متكيف تشم ريحة الشهداء الحبايب"
53163,"إلا يا حمدوك المقصود دعمك إنت بقي مولد و سيدة غائب فترنا خلاص"
53164,"المشكلة اتحلت مع أمريكا واستغلال ضغطها على النظام بأنها ست الكل وتبقي الحالة فل الفل"
53165,"يا رئيس الوزراء وين مدسوس أي كلام أكلة السوس و مافي قرار طلع مدوس امرق قول البلد منحوس"
53166,"اها إهانات العسكرعلي سندك من الشباب والكنداكات راضي ليهم المرمطة تدخل القسم تطلع زعموط"
53167,"اها جابت ليها كتل و إهانات و تعليقات ساخرة من الثورة عديييل رأيك يهمنا اعلن معنا"
53168,"بقي لعب بالمكشوف الشعب شايل القفة و الوكيل طرطور العريس اسد و المعوم معروف"
53169,"يا دكتور عمتك عشة لبعوا نثريتها المليارية القاعدة تاخدها ساكت كدا من عرق الشعب"
53170,"دا شعب شنو البحقد على وطنو من اجل المصلحة الشخصية او الحزبية متين الناس تتعلم مصحلة الوطن على المصالح الاخرى"
53171,"اولا السودان بعد داك تعال اختلف مع حكومة كان كنت معارض او مؤيد او شايت حتى تانية بس وقت المصالح الوطنية تكون بتحصل قيف معاه"
53172,"لانو دا بلدك العشته فيه والبتموت فيه ومافى قروش بتتدفن معاك الواحد يقفل الصفحة ولا شنو لانو بالجد حقد زى دا ما لقانى ولا بلقى"
53173,"والله حمدوك ده بعاتي ومجرم كل مرة الشعب يجي يتخلص منه يدرعها ليهم مرة القومة للسودان مرة مسرحية الاغتيال واخيرا تغريدة ترامب"
53174,"هلا وحباب خريف القاش المو مطر رشاش  وانقلب السحر على الساحر والبعاتى انتصر وعبر"
53175,"غزاله جاتكم بي هنا دا بري بري ما شفنا ابوغزاله الكذاب الليلة حماهو نوم"
53176,"والله ياعمك انتا نار الضلع لي بهناك بعدين عمك إسحاق ده قده الشغل"
53177,"قاعد يهدد نحنا شعب بتهدد ثاني نحنا الشارع والميدان ونحنا الثورة والبركان ونحنا اللؤلؤ والمرجان"
53178,"قردا يونسك ولاغزالا يزوزي بيك غايتو فضل الله شكلها غزالتو مندسه في شاي كوفتي كمان"
53179,"وبالنسبه للزول المات دا كيف معاك والله لا خير في إسحاق فضل الله ولا في قحت حكومات فاشله جزء تحت غطاء الدين"
53180,"والاسي ديل تحت غطاء العلمانيه واكيد يسقطو كلهم المجد للشهداء في عليائهم المجد لي اي زول بسيل عرقو عشان لقمه حلال"
53181,"العدالة لي كل ست بيت شغاله بره وجوه لي كل طفل قدر ظروف اهلو"
53182,"المدنية ولي كل زول قضى طفولتو مع ود هديه وشبابو ضاع مع حمدوك وناس برهان"
53183,"التغريدة زي قون المغيرب و قالو قون المغيرب عِقيرب لدغة بس"
53184,"عوارضها قفل كباري وتنمر كبح زمامها من تفلاتات حشرنجيه وتقطيع اطرافها لحمه جزاز"
53185,"شعب الله المحير بضم الميم و كسر الحاء تضيق فيهم يكوركوا و يطلعوا إحتجاجات ضد حكومتهم"
53186,"يشوفوا الكيزان يردموهم و يحافظوا على ثورتهم ينتهي الإحتجاج يرجعوا يتشاكلوا مع بعضيهم"
53187,"عندنا لما لورى يوحل فى الطين بنجيب ناس اكتر من كيزان اليوم ان شاءالله يقتنعوا لو ما اسحاق قال كان معاهم ملائكة ما شفناهم"
53188,"اقسم بالله اول شى بعد الحظر دا يترفع تتخارج بس من البلد دى وما تقول لى انت ما وطنى"
53189,"ياااخى زول يتمنى للبلد ما تقوم ليها قومه اشان ح نترفع من قائمة الارهاب دا تسمى شنو حقد غباء من اين جاءه هولاء كما قالت نانسى عجاج"
53190,"المحيرني انو الجماعه ديل عوايق واغبيه بشكل فهم فعلا ارازل القوم بعد ما طار قناع الدين وسقط في جب كوبر"
53191,"الدكترة دي حلاته في انو الدكتور بيعرف بتين يفلق وبتين يداوي لما بتنتقد حبيبنا حمدوك بتمغس منك ولما تقول الصاح عنو بتحيرني"
53192,"برضو ده فن اسمو بنقول اللينا والعلينا ولا شغالين بالكيزان ياخي انت بالنهار فلاق كيزان وبالليل تداوي جروحنا"
53193,"الواحد بحاول يقول الشايفو حق ولو على نفسو لكن في النهاية كلنا دايرين الخير لبلدنا ما عدا الكيزان طبعا"
53194,"انا تعينت في المشرحة في الثمانينات يعني قبل الكيزان وبعدين تخصصت على حسابي الخاص في لندن وما في حكومة دفعت لي قرش احمر"
53195,"ناسك الكيزان هم الشردوني من عملي وخلوني تركت وطني زي ما شردوا الالاف"
53196,"مشي شوف الكيزان عينوا منو وتعال عيرو بعدين كلامك ده يعني ان السودان كان حق الكيزان ملك"
53197,"خرم و قد نجيض نجاضة ولميض لماضة بقت حنضل في خشم الكيزان و غاشي ليهم جنبة"
53198,"اليومين دي بقي غالي الحرجل و رخص الصندل الكراتشي عندهم راحت و عرس الدس واحات الله"
53199,"أكان قلت كر ولا جر او سايق كارو قال عر الكوز براهو يتلفت"
53200,"دي ما جملة مفيدة إلا سردبت الشفاتة ثبت بالدليل عديل مفتحين شباب مقرمين"
53201,"بقعر العين يمرقو المدس كان شايل فى ايده صورة حمدوك طلعت فشوش الغزالة"
53202,"تتفق معاي إنو الإعلام معاهم و هنا التحدي الأكبر إلا يا حبيب فينا كم قد مدني قد"
53203,"و جاي التوم هجو خرم و قد أنا مرتاح بل ما مرتاح بال"
53204,"تسلم يادكتور كلام بهرد مصارين الكيزان والله العظيم ناس مابتخجل ولا في نفسهم ذرة من شفقة ولا رحمة للوطن"
53205,"في ناس سافرو من الولايات وكل المدن اها بعد داك جاهم خبر البكا اللهم كل الشماتة في بني كوز"
53206,"الجوع كعب ياناس والكيزان اكعب الناس تعمل للبلد لانو مافي حل غير كدة"
53207,"يعني نكون منتظرنك اسبوع كامل عشان تطلع لينا بحل تجينا دقيقتين زي ابو الشهيق وتمشي"
53208,"السودان دا داير ليهو دكة ونجيب حكومة من رئيسها لي آخرها ثوري عشان نتأكد انو يتقدم ويحقق مطالب الثورة"
53209,"والله انا مسكني اكتئاب عديل  لمن اشوف منشور في الفيس او تويتر وحال البلد اقسم بالله قلبي بوجعني وبدبرس الله يكون في عون البلد من سيئ لأسوأ"
53210,"الشفت طيب خاشي توش كده طوالي مالك قول سلام عليكم قبل نبيذ الحكومة"
53211,"آآي المطرة دي من الله لكن الارصاد ما ورتنا ان المطرة بتدقنا صحيح هما ورونا ان الجنجويد بدقونا كمان"
53212,"يا مان لو داير تتكلم في السياسه وكده نصيحتي لي تتخارجا من البلد  اسي كشف لي الشيخ الفلسطيني اعتقلو طوالي فاشنو امروق يدك ساي"
53213,"سيوول تجتااح ام ضوابان والقوز الى العيلفون ولا توجد تغطيه للأحداث للأسف عااار على حكومة ثورة"
53214,"امنعوا التجمعات بقدر الامكان قالوا ليكم ماتتجمعوا وماتفطروا خارج البيت مع جيرانك او اقربائك خارج البيت والناس مطنشة"
53215,"قالوا وقت الحظر ماتطلعوا الا الاماكن المهمة والناس مطنشة الفيروس كان مسك فينا بننقرض من الوجود ونقول الله يرحم السودان"
53216,"العطسه ما بتقتل بتقتل حوامة الزول امسك كرعينك عليك ما تحوم ساي"
53217,"دق جرس في حقك واقيف مع البدق جرس لاخذ حقه تنعم بوطن جميل خالى من الكوزنه والجهل والتخلف وبس"
53218,"اقسم بالله ثورتنا دي ما حققت اي حاجه قبل اسمع والناس الجداد ديل محتاجين نمشيهم نحن ما يمشونا هم"
53219,"ما كوادر هم والله ما كوادر اسالوا اي زول سافر بره السودان بوريكم الوزرا ولا المدراء بشتغلوا كيف كلام فارغ بس"
53220,"شوف درب السلاح وين لمواجهة كتائب ألظل وعملاء برهان وحميدتي ثورتكم راحت شمار في مرقة ثورة بلا شرعية"
53221,"ديل قبلو بي الزل والمهانة ونحن ماتعودنا والله النوم طاير من عيونا بسبب الغبن الجوانا من القحاته والجنجويد"
53222,"يحضرني مثل سوداني يقول التامبيرا بت عم الحوت تتمنى تلد قرموط لكن القسمة"
53223,"بكره و بعد بكره ولحدي ما تسقط قحط والمجلس العسكري وكل خاين تسقط بس وخلي القصطير يدور باعونا زي العبيد وباعو بلدنا"
53224,"خروف الغرب والعشرين غرابا اضافة إلى الغنماية القاطعة لبن شي بخلي عقلك زي البلف"
53225,"عنبلوك حكومة السجم والعشرين مستشارا يا ربي ح يحلو مشكلة الخبز كيف"
53226,"كوادر قحط والوهميين قاعدين ينطو من حكومة السجم والوهم في تناغم تام باعتبار ما سوف يكون الشغلة قربت"
53227,"في كلام سخن والشعب لن يمتلك المعلومة الشافية تجاه الجنائية  جات لي شنو  م جات لي البشير جات لي دف مبلغ محاكمة كوشيب"
53228,"الشوعيبن سايقين الشعب أن نسلم البشير وصلنا لي لي مرحلة الشعب السوداني العظيم ينتظر ترامب يغرد بالله عليك ديل م سكارة"
53229,"معترفين بجرائم هم ما جوها ولا كان حاضرنها الجنائية قالت ديل بدفع نجي ناخذ المال السايب"
53230,"يبقى الرهان على صبر الشعب السوداني على كيد العسكر والكيزان وطمعهم في السلطه من جهه وضعف الحكومه المدنيه وقله حيلتها"
53231,"من الجهه التانيه في ظل سياسات البنك الدولي التقشفيه على شعب ريقو ناشف من الجوع"
53232,"للاسف جزو كبير من الشعب بفتكر مجرد م تمت الثورة حانعيش في رخاء وما عارف ان الثورة هي بداية الطريق"
53233,"البحصل في السودان دا أسموا الحرب الهجينه استخدام القبائل لزعزعة استقرار الدوله الغرابه في حركات الكفاح المسلح"
53234,"كلامك صاح في النهاية نحنا الاديناهم فرقة يفرضوا علينا العقوبات دي بسكوتنا على دعم حكومة الكيزان للارهاب ده غير الكانو بكبرو وفرحانين"
53235,"سكوتنا على جرائم الكيزان في غرب السودان وقصفهم للمدنيين هو الخلى لغرابةيكونوا حركة مسلحة"
53236,"جندو عدد كبير من السودانيين الخسرو بيوتهم واهلهم وما لقو طريقة تانية يجيبو بيها حقهم"
53237,"مافي زول بطلع من بيتو او حواشتو ساي ويقول انا ماشي الخلا ابقى متمرد"
53238,"من الاخر تقاعسنا او جهلنا هو السبب في العقوبات وغيره لانه حنك ما كنا عارفين وكنا مغشوشين ده ما بعفي من المسؤولية"
53239,"لله درك يا بن السودان البار صراحة انت الوحيد البتملكنا الحائق بتاريخه ومستنداته"
53240,"اما باقي النشطاء بلعلعوا ساكت في الهواء واصبحت الخطابات كلها عنصرية إلا اثنين او ثلاثة والباقي إلا من رحم ربي"
53241,"طيب ي بعشوم  لو طبعنا وانبطحنا ورقدنا للأمريكان والصهاينة  وعملنا كل شي هل السودان ح يستفيد ولا ياهو نفس  السودان منذ الأزل"
53242,"زمان قلنا التغيير دا صنيعة قوش وحميدتي والثورة مصنوعة وقحط شريكة قوش بما فيهم الشيوعيين والبعثيين والشعب ماشي مغمض وراء الاعلام"
53243,"والله قوش ده مش لو هو بدأ موضوع رفع اسم السودان من القائمه لو رفعها صحي صحي برضو ح يفضل مكروه"
53244,"غايتو هو وحميدتي وجهان لعمله واحده ماهما عملو وفعلو وتركو ح يفضلو قاتلين مجرمين في نظر الشعب السودان"
53245,"لو ما بليد تدعم سلع مهمه و مشتريها بدولار من السوق الأسود و كلها تتهرب تتهرب لأرتريا و تشاد و شعبك يتقاتل فى صفوف العيش والبنزين"
53246,"يا دكتور المسألة واضحة المجلس العسكري مع قوش ما دايرين تغيير العملة لانو حيفسد خططهم وحمدوك مسكين مقتنع بالتغيير لكن ما بي يدو حيلة"
53247,"الله يديك العافية وتنجض لينا الكيزان ديل نجاض البن  يا اخي ديل العملوهو في البلد واهلها"
53248,"الدكتورة وزير المالية قالت مرتبها ما بكفيها لآخر الشهرفخجلت كل المرتبات في البلد واطمأن الناس وأحسوا بالأمان وهانت عليهم مصيبتهم"
53249,"عيب والله يا حمدكة ياااخ يعني هسه د هبة دي تعمل شنو تسرق يعني ولا تاخد كوميشنات"
53250,"نعمل لوزيرة المالية صندوق وتاخد اول صرفه عشان ما تقولوا ما داعمين الحكومه"
53251,"يا دكتور انا ايقنت اننا شعب بدوب كوارد البته الواحد تلاقي كويس يمسك منصب يقعد يتعولق"
53252,"ديل بيلعبو وكمان لعب مسييخ لا فيهو فايدة صحية ولا لياقة و لا عندهم دم عشان احسو باناس"
53253,"نحنا ما صدقنا ارتحنا من البشير و شلتو تاني تجي شلة علبكم الله هسي مدني دا وزير بي صحو"
53254,"انتو يا اخوانا لو خلونا من غير حكومة البحصل شنو والله انا شايف احسن لينا لانو الناس ديل شغال حفر ودفن بتاعة الغتاتة ديك ورحنا نحن في النص"
53255,"حنا في مرحلة حرجة عايزة رجال جامدين غبش يحسوا بوجعة الزول الهناك يا ناس خلاص بلغت الحلقوم"
53256,"ماتحاول تدخل بغلة هبه في إبريق المزرعه احتمال تجد حل ولا شوف ليها قدوم كلب اديها محاضره عن كيفية التعامل مع الأزمات"
53257,"مرات قلبي يقول لي اقعدي في نص الواطه واجعري علي حال السودان لكن ما بيفيد بيجو يدقشوني بي عرباتهم الابهه دي"
53258,"اها دي ذكرتني لقاء البشير مع دبدوب الانقاذ القال فيهو مرتبي ما بكفيني عشان كده اشتريت مزرعه"
53259,"الدبدوب يضحك ويطبل بانو راجل مرتين وكانو بصرف عليهم من عرق جبينو ما من عرقنا نحن وياها العاهه الجديده"
53260,"م عارفه ح نصبر علي العولاق دا لمتين الفينا كملت وقلنا الروووب والصبر زاتو ضاق مننا الويل الحمدلله بس وربنا يصلح الحال من عندو"
53261,"الخزينه فاضية وانه برهان لا صارف علي القوات النظامية ونحنا ماعندنا قروش طيب القروش دي بتمشي وين اذا الوزيره مرتبها مابكفايه"
53262,"العسكري يسوي شنو وبصرف معاها من نفس الشباك فايدة الشركات شنو يابرهان وبتمشي وين ده الفهمتوا"
53263,"كان اخير الوضوح وحقيقة انو البلد بقت ضحية للمكاجرة الحاصلة بين برهان الوهمان وبين الحكومة دي مأساة كبيرة"
53264,"يا ريت لو الوزيرة وحمدوك عملوا الاقشف الحكومي ووقفوا الصرف البذخي بتاع القصر وغيرو"
53265,"ا ريت لو وقفوا الاستيراد تماما ما عدا الدواء ومدخلات الانتاج الزراعي ودعموا الصادر قرارت ما دايره ليها سنة"
53266,"المعنى مدام مرتب وزيرة مابكفى انتوا الشفقة ليكم شنو موش لما يكون عندكم مرتبات تستحق السؤال"
53267,"وما لو ما ندعم هو في شنو غير كده لكن الوضع الورثوه كارثي ولو نططو ما حيكون في اصلاح بي اخوي واخوك"
53268,"لو ما انحنا خلينا جشعنا وانانيتنا وحب نفسنا الذي اصبح ظاهر في جميع تعاملاتنا سنغطس مره واحده"
53269,"دي نهاية دقك للدلوكةً ايّام الثورة قلنا ليكم ديل مافاهمين شي قلتوا لينا يلا صر دي انت وكل الطلعوا في الثورة وأيدوا الحرية والتغير"
53270,"الجماعة ديل مفصولين تماما من الواقع مفروض يعلموهم كيف يتكلموا ويكتبوا ليهم كلام محدد عشان الخرمجة دي ديل ما شفع مرقة"
53271,"شر البليه ما يضحك كل واحد يجيي يشكي زي شافع الروضة دي مصيبة شنو دي الوقعنا فيها ياخ استقبلي جيبو ناس مسؤلين"
53272,"شكلها عاوزة تسكت الناس المساكين ديل عشان كده قالت احسن ابكش ليهم واقول ليهم انا زاتي مرتبي م بكفيني لي نهاية الشهر"
53273,"انا غايتو اكتر وزيرين بكرهكم انتي ومدني العوير ده كلكم كيزان ما نافعين لينا الله نحن المساكين ديل وما شكر حمدوك"
53274,"دي ماداقشه حجر دقش ولما جاءت جابوها وجهات نحن ماعاوزين وجهات وكعكه في السماء عاوزين ناس تخاف الله اولا واخيرا"
53275,"تدي الناس حقها انا في مؤسسه تلات شهور ما اخدت راتب ولا صرفت تاخرات التعديل وهي تتبجح المرتب مابيكفي مستلزماته الشخصيه"
53276,"هبة دي ضاربة ساي يا دكتور البدوي دا زرع لينا ناس في المالية وعمل اضان الحامل طرشة"
53277,"شاحدة الله عليها كان ما ادتنا حقنا نحن المعلمين وشاحدة الله البدوي يعليهو ما يدليهو ويشيل من مكرمو يوديهو"
53278,"الفات برة معتبر الكفالة دي ذله والفي بلدو زهجان من قعاد الحله الكوز شايف العلماني بره المله"
53279,"النشال بشوف انو السياسي حريف الفي البادية مفتكر الحضيري شريف والفي العاصمة يبكي على حياة الريف"
53280,"البي شعرو بمشي براهو يحلق صلعه والاصلع بيلبس عمة قدر القلعة الجيعان بشوف انو الفرح في الضلعه والشبعان بشوف الفرحه سفة وولعة"
53281,"قال ليك الثوار بهتفوا للشرطة اضرب بمبان عشان نعرف الكيزان الشرطة ضربت بمبان كل الكيزان طلعوا من الموكب لابسين كاب ابيض"
53282,"الشيوخ ديييل مش زمان قالوا السياسة حرااام  والخروج على الحاكم كفر طيب ياخ"
53283,"هم يبعدوا  لينا من الشارع ونحن بنعرف شغلتنا الثورة ذاتها حردتونا ليها"
53284,"اها يعني لو الشيوخ مرقو نخلي القحاته ديل يسوطو ويعوسو بي مزااج الشيوخ هم الطالعين معانا ما نحنا الطالعين معاهم"
53285,"انتي رايح ليك الدرب في المويه يا استاذه الطلوع اليوم هو العوده الي الوراء وهو نسف للسلام ونسف للثورة وموشر لعودة النظام البائد"
53286,"بس ألبدي ساي بهناك و لمى الاسكرينات و أملي بقجتك و خزني على جنبه"
53287,"اليوم النفضو ليكي تفري فيهم كلوش و تقولي ليهم الاسكرينات عندي شوال منها و تبقى مارقه"
53288,"سعادة د حمدوك بعد السلام اسمح لي اناضمك بعد ما شفت بعينك شكرا حمدوك راحت فيها وحِست ولحقت الزينيين"
53289,"اول شي مبروك السلام وما تسمع كلام العوازل وصحفيي سلطان زمان الكانوا زمان بهتفوا لاي اتفاق سلام وهسه بقوا يقولوا عليهو محاصصات"
53290,"قول ليهم السلام سمح والبياباهو ان شاء الله عمرو ما فِرح وربنا يتمو برضو مع ناس لا لا عبد الواحد والحلو عشان السودان يبقى كلك حلو"
53291,"شايفك عملت البرود الانجليزي للهيجة بتاعت البرهان والما ختا الكورة واطه وقال الفشل من الحكومة التنفيذية براها وطلع نفسو وناسو"
53292,"وعديل طلب تفويض داير يكاوش السلطة لكن يلقاها عند الغافل وطبعا ما في زول استجاب لذلك النداء الغريب الا بعض الزواحف"
53293,"وخليني اقول الكلام الجد  انت يا زول اول رئيس وزراء في تاريخ بلدنا ينال هذا القبول الكبيروالقبول من الله لكن قصتك معانا كلها بقت رومانسية"
53294,"ما شفنا خطط التقشف الحكومي ودي اهم شي وخليت الشغلانة زي زمن الكيزان صرف حكومي بذخي في كل مرافق الدولة"
53295,"بالمناسبة ما في ناطق رسمي او غيرو رد عليها لهسه وقال ليها كضابة وناس ما بصدق فلان في السيادي يقبل كده سكتوا خجلا"
53296,"ي بلد منتهية ولا تصلح لسكن الانسان عديل لكن تصلح لحوامة اللكزيس الرئاسية والكروزرات الوزارية يا عالم اختشوا بالله"
53297,"كلم وزيرة المالية واقفلوا البلف فوق وتحت سيادي على تنفيذي ده مال غلابه ومساكين ودعوتهم ما عندها حجاب تخسفكم كلكم وحات الله سيدي"
53298,"اقول ليك الكلام الما خمج ولا فيهو دهنسة يا حمدكة لهسه ما شفنا خطط اقتصادية اسعافية عاجلة لانقاذ بلدنا من الانهيار"
53299,"ولا انت وقفّت الاستيراد الكمالي من سيارات وغيرو ولا قفلت البلد من العبث الدولاري"
53300,"بس قعدتوا بنفس طريقة السبقوكم وعاملين ميزانية تعتمد كليا على حلب المواطن المغلوب ومعاها جمارك وضرائب"
53301,"يا اخوي انا مدرك تماما انك جيت على وثيقة دستورية عرجاء بل ميته سريريا وخلت العسكر ماسكنك من رقبتك"
53302,"لكن اليومين دي اعمل حسابك وخلي نومك خفيف وطلب التفويض كان عديل عشان بعدين ما يجي يقولوا حمدكة سلم لينا البلد لانقاذها"
53303,"القصة ما قصة تعديل وزاري كل مرة وتجربوا فينا اي زول عامل خبير"
53304,"يا اخوي دايرين ناس مدردحين وعارفين الكفته فيها كم رزة وعارفين خبث الكيزان في الوزارات"
53305,"دايرين ناس عارفين كيف برقدوا شعر الوزير لمن يبقى اضينة ساكت والله العظيم كان قلت لينا احلى كلمات العبور وعشم الانتصار"
53306,"وكان قلبت الهوبة او مشيت مشي العقرب لو ما عندك خطط اسعافية ظهرت اثارها في قفة الملاح بسرعة"
53307,"معناها الترابة في خشومكم انت وحكومتك وحتروحوا في ود ام جِبو و للثورة رب يحميها"
53308,"ولو ما عارفين اسألوا القال في سجن كوبر سكونو بعد ما كان بقول كل قرد حيطلع شجرتو"
53309,"ماقصرتا وماخليت وصية مخلصة الا اهلنا قالوا المكتولة مابتسمع الصايحة وياريت حمدكة يسمع وبعد ان يسمع يعي"
53310,"نضميك سمح بالحيل قطعت عرق وسيحت دم واختصرت علينا السكك والكلام الكتير مع الناس المقفله اضنينه وعيونه وما عاوزين اشوفو الحاصل"
53311,"بتذكر البوشي في مخاطبة ايام الاعتصام قال سلموها للناس البعرفو يعضو ابو القدح من وين"
53312,"كلام درر نصيحة حبوبات ناقشات وعارفات حكم الميتين والحيين نصيحة و كلمة فصيحة على قولتهم"
53313,"املنا كبير كان في حمدكة لكن يظهر انه ناس ابو تاجا والهر ديل لسع فيهم روح زي ضنب الضب والتمساح يخبط وراسه مقطوع"
53314,"في حاجة في علوم الطب والفيزياء يا احباب اسمها الدخول في دائرة مفرغة او بالعربي الخرطومي الحاجة البتخليك لافي صينية"
53315,"يعني تحصل ليك عوارض ومشاكل طبية كل واحدة بتسبب وبتزيد من التانية"
53316,"القلق بسوي وبزيد من توتر المصران العصبي  وتوتر المصران العصبي بسوي القلق وبزيد منواها تكون دخلت في جلجغونا يحلك منها الله"
53317,"للاسف الشديد الحكومة الانتقالية بشقيها السيادي والتنفيذي ولا نستثني منهم احدا دخولنا في دوائر مفرغة متعددة وخلوا الشعب كلو لافي صينية"
